MAP 474.360998 6 0x53300000 0xffffb660800f7000 0x800 0x0 0
W 8 474.444085 5 0x50540c68 0x0 0x0 0
W 8 474.444087 5 0x50540c70 0x0 0x0 0
W 8 474.444088 5 0x50540c78 0x0 0x0 0
W 8 474.444089 5 0x50540c80 0x0 0x0 0
W 8 474.444090 5 0x50540c88 0x0 0x0 0
W 8 474.444091 5 0x50540c90 0x0 0x0 0
W 8 474.444092 5 0x50540c98 0x0 0x0 0
W 8 474.444093 5 0x50540ca0 0x0 0x0 0
W 8 474.444094 5 0x50540ca8 0x0 0x0 0
W 8 474.444095 5 0x50540cb0 0x0 0x0 0
W 8 474.444096 5 0x50540cb8 0x0 0x0 0
W 8 474.444097 5 0x50540cc0 0x0 0x0 0
W 8 474.444098 5 0x50540cc8 0x0 0x0 0
W 8 474.444100 5 0x50540cd0 0x0 0x0 0
W 8 474.444101 5 0x50540cd8 0x0 0x0 0
W 8 474.444102 5 0x50540ce0 0x0 0x0 0
W 8 474.444103 5 0x50540ce8 0x0 0x0 0
W 8 474.444104 5 0x50540cf0 0x0 0x0 0
W 8 474.444105 5 0x50540cf8 0x0 0x0 0
W 8 474.444106 5 0x50540d00 0x0 0x0 0
W 8 474.444107 5 0x50540d08 0x0 0x0 0
W 8 474.444108 5 0x50540d10 0x0 0x0 0
W 8 474.444109 5 0x50540d18 0x0 0x0 0
W 8 474.444110 5 0x50540d20 0x0 0x0 0
W 8 474.444111 5 0x50540d28 0x0 0x0 0
W 8 474.444113 5 0x50540d30 0x0 0x0 0
W 8 474.444114 5 0x50540d38 0x0 0x0 0
W 8 474.444115 5 0x50540d40 0x0 0x0 0
W 8 474.444116 5 0x50540d48 0x0 0x0 0
W 8 474.444117 5 0x50540d50 0x0 0x0 0
W 8 474.444118 5 0x50540d58 0x0 0x0 0
W 8 474.444119 5 0x50540d60 0x0 0x0 0
W 8 474.444120 5 0x50540d68 0x0 0x0 0
W 8 474.444121 5 0x50540d70 0x0 0x0 0
W 8 474.444122 5 0x50540d78 0x0 0x0 0
W 8 474.444123 5 0x50540d80 0x0 0x0 0
W 8 474.444124 5 0x50540d88 0x0 0x0 0
W 8 474.444126 5 0x50540d90 0x0 0x0 0
W 8 474.444127 5 0x50540d98 0x0 0x0 0
W 8 474.444128 5 0x50540da0 0x0 0x0 0
W 8 474.444129 5 0x50540da8 0x0 0x0 0
W 8 474.444130 5 0x50540db0 0x0 0x0 0
W 8 474.444131 5 0x50540db8 0x0 0x0 0
W 8 474.444132 5 0x50540dc0 0x0 0x0 0
W 8 474.444133 5 0x50540dc8 0x0 0x0 0
W 8 474.444134 5 0x50540dd0 0x0 0x0 0
W 8 474.444135 5 0x50540dd8 0x0 0x0 0
W 8 474.444136 5 0x50540de0 0x0 0x0 0
W 8 474.444138 5 0x50540de8 0x0 0x0 0
W 8 474.444139 5 0x50540df0 0x0 0x0 0
W 8 474.444140 5 0x50540df8 0x0 0x0 0
W 8 474.444141 5 0x50540e00 0x0 0x0 0
W 8 474.444142 5 0x50540e08 0x0 0x0 0
W 8 474.444143 5 0x50540e10 0x0 0x0 0
W 8 474.444144 5 0x50540e18 0x0 0x0 0
W 8 474.444145 5 0x50540e20 0x0 0x0 0
W 8 474.444146 5 0x50540e28 0x0 0x0 0
W 8 474.444147 5 0x50540e30 0x0 0x0 0
W 8 474.444148 5 0x50540e38 0x0 0x0 0
W 8 474.444150 5 0x50540e40 0x0 0x0 0
W 8 474.444151 5 0x50540e48 0x0 0x0 0
W 8 474.444152 5 0x50540e50 0x0 0x0 0
W 8 474.444153 5 0x50540e58 0x0 0x0 0
W 8 474.444154 5 0x50540e60 0x0 0x0 0
W 8 474.444155 5 0x50540e68 0x0 0x0 0
W 8 474.444156 5 0x50540e70 0x0 0x0 0
W 8 474.444157 5 0x50540e78 0x0 0x0 0
W 8 474.444158 5 0x50540e80 0x0 0x0 0
W 8 474.444159 5 0x50540e88 0x0 0x0 0
W 8 474.444160 5 0x50540e90 0x0 0x0 0
W 8 474.444161 5 0x50540e98 0x0 0x0 0
W 8 474.444163 5 0x50540ea0 0x0 0x0 0
W 8 474.444164 5 0x50540ea8 0x0 0x0 0
W 8 474.444165 5 0x50540eb0 0x0 0x0 0
W 8 474.444166 5 0x50540eb8 0x0 0x0 0
W 8 474.444167 5 0x50540ec0 0x0 0x0 0
W 8 474.444168 5 0x50540ec8 0x0 0x0 0
W 8 474.444169 5 0x50540ed0 0x0 0x0 0
W 8 474.444170 5 0x50540ed8 0x0 0x0 0
W 8 474.444171 5 0x50540ee0 0x0 0x0 0
W 8 474.444172 5 0x50540ee8 0x0 0x0 0
W 8 474.444173 5 0x50540ef0 0x0 0x0 0
W 8 474.444174 5 0x50540ef8 0x0 0x0 0
W 8 474.444175 5 0x50540f00 0x0 0x0 0
W 8 474.444176 5 0x50540f08 0x0 0x0 0
W 8 474.444177 5 0x50540f10 0x0 0x0 0
W 8 474.444179 5 0x50540f18 0x0 0x0 0
W 8 474.444180 5 0x50540f20 0x0 0x0 0
W 8 474.444181 5 0x50540f28 0x0 0x0 0
W 8 474.444182 5 0x50540f30 0x0 0x0 0
W 8 474.444183 5 0x50540f38 0x0 0x0 0
W 8 474.444184 5 0x50540f40 0x0 0x0 0
W 8 474.444185 5 0x50540f48 0x0 0x0 0
W 8 474.444186 5 0x50540f50 0x0 0x0 0
W 8 474.444187 5 0x50540f58 0x0 0x0 0
W 8 474.444188 5 0x50540f60 0x0 0x0 0
W 8 474.444189 5 0x50540f68 0x0 0x0 0
W 8 474.444190 5 0x50540f70 0x0 0x0 0
W 8 474.444192 5 0x50540f78 0x0 0x0 0
W 8 474.444193 5 0x50540f80 0x0 0x0 0
W 8 474.444194 5 0x50540f88 0x0 0x0 0
W 8 474.444195 5 0x50540f90 0x0 0x0 0
W 8 474.444196 5 0x50540f98 0x0 0x0 0
W 8 474.444197 5 0x50540fa0 0x0 0x0 0
W 8 474.444198 5 0x50540fa8 0x0 0x0 0
W 8 474.444199 5 0x50540fb0 0x0 0x0 0
W 8 474.444200 5 0x50540fb8 0x0 0x0 0
W 8 474.444201 5 0x50540fc0 0x0 0x0 0
W 8 474.444202 5 0x50540fc8 0x0 0x0 0
W 8 474.444203 5 0x50540fd0 0x0 0x0 0
W 8 474.444204 5 0x50540fd8 0x0 0x0 0
W 8 474.444205 5 0x50540fe0 0x0 0x0 0
W 8 474.444206 5 0x50540fe8 0x0 0x0 0
W 8 474.444208 5 0x50540ff0 0x0 0x0 0
W 8 474.444209 5 0x50540ff8 0x0 0x0 0
W 4 474.444532 5 0x50540400 0x1e10000d 0x0 0
W 4 474.444534 5 0x50540404 0x0 0x0 0
W 4 474.444535 5 0x50540408 0x1e10010d 0x0 0
W 4 474.444536 5 0x5054040c 0x0 0x0 0
W 4 474.444537 5 0x50540410 0x1e10020d 0x0 0
W 4 474.444538 5 0x50540414 0x0 0x0 0
W 4 474.444540 5 0x50540418 0x1e10030d 0x0 0
W 4 474.444541 5 0x5054041c 0x0 0x0 0
W 4 474.444542 5 0x50540420 0x1e10040d 0x0 0
W 4 474.444543 5 0x50540424 0x0 0x0 0
W 4 474.444544 5 0x50540428 0x1e10050d 0x0 0
W 4 474.444545 5 0x5054042c 0x0 0x0 0
W 4 474.444546 5 0x50540430 0x1e10060d 0x0 0
W 4 474.444547 5 0x50540434 0x0 0x0 0
W 4 474.444548 5 0x50540438 0x1e10070d 0x0 0
W 4 474.444549 5 0x5054043c 0x0 0x0 0
W 4 474.444550 5 0x50540440 0x1e10080d 0x0 0
W 4 474.444551 5 0x50540444 0x0 0x0 0
W 4 474.444552 5 0x50540448 0x1e10090d 0x0 0
W 4 474.444553 5 0x5054044c 0x0 0x0 0
W 4 474.444554 5 0x50540450 0x1e100a0d 0x0 0
W 4 474.444555 5 0x50540454 0x0 0x0 0
W 4 474.444557 5 0x50540458 0x1e100b0d 0x0 0
W 4 474.444558 5 0x5054045c 0x0 0x0 0
W 4 474.444559 5 0x50540460 0x1e100c0d 0x0 0
W 4 474.444560 5 0x50540464 0x0 0x0 0
W 4 474.444561 5 0x50540468 0x1e100d0d 0x0 0
W 4 474.444562 5 0x5054046c 0x0 0x0 0
W 4 474.444563 5 0x50540470 0x1e100e0d 0x0 0
W 4 474.444564 5 0x50540474 0x0 0x0 0
W 4 474.444565 5 0x50540478 0x1e100f0d 0x0 0
W 4 474.444566 5 0x5054047c 0x0 0x0 0
W 4 474.444567 5 0x50540480 0x1e10100d 0x0 0
W 4 474.444569 5 0x50540484 0x0 0x0 0
W 4 474.444570 5 0x50540488 0x1e10110d 0x0 0
W 4 474.444571 5 0x5054048c 0x0 0x0 0
W 4 474.444572 5 0x50540490 0x1e10120d 0x0 0
W 4 474.444573 5 0x50540494 0x0 0x0 0
W 4 474.444574 5 0x50540498 0x1e10130d 0x0 0
W 4 474.444575 5 0x5054049c 0x0 0x0 0
W 4 474.444576 5 0x505404a0 0x1e10140d 0x0 0
W 4 474.444577 5 0x505404a4 0x0 0x0 0
W 4 474.444579 5 0x505404a8 0x1e10150d 0x0 0
W 4 474.444580 5 0x505404ac 0x0 0x0 0
W 4 474.444581 5 0x505404b0 0x1e10160d 0x0 0
W 4 474.444582 5 0x505404b4 0x0 0x0 0
W 4 474.444583 5 0x505404b8 0x1e10170d 0x0 0
W 4 474.444584 5 0x505404bc 0x0 0x0 0
W 4 474.444585 5 0x505404c0 0x1e10180d 0x0 0
W 4 474.444586 5 0x505404c4 0x0 0x0 0
W 4 474.444587 5 0x505404c8 0x1e10190d 0x0 0
W 4 474.444588 5 0x505404cc 0x0 0x0 0
W 4 474.444589 5 0x505404d0 0x1e101a0d 0x0 0
W 4 474.444590 5 0x505404d4 0x0 0x0 0
W 4 474.444591 5 0x505404d8 0x1e101b0d 0x0 0
W 4 474.444592 5 0x505404dc 0x0 0x0 0
W 4 474.444594 5 0x505404e0 0x1e101c0d 0x0 0
W 4 474.444595 5 0x505404e4 0x0 0x0 0
W 4 474.444596 5 0x505404e8 0x1e101d0d 0x0 0
W 4 474.444597 5 0x505404ec 0x0 0x0 0
W 4 474.444598 5 0x505404f0 0x1e101e0d 0x0 0
W 4 474.444599 5 0x505404f4 0x0 0x0 0
W 4 474.444600 5 0x505404f8 0x1e101f0d 0x0 0
W 4 474.444601 5 0x505404fc 0x0 0x0 0
W 4 474.444602 5 0x50540500 0x1e10200d 0x0 0
W 4 474.444603 5 0x50540504 0x0 0x0 0
W 4 474.444604 5 0x50540508 0x1e10210d 0x0 0
W 4 474.444605 5 0x5054050c 0x0 0x0 0
W 4 474.444606 5 0x50540510 0x1e10220d 0x0 0
W 4 474.444607 5 0x50540514 0x0 0x0 0
W 4 474.444608 5 0x50540518 0x1e10230d 0x0 0
W 4 474.444609 5 0x5054051c 0x0 0x0 0
W 4 474.444610 5 0x50540520 0x1e10240d 0x0 0
W 4 474.444611 5 0x50540524 0x0 0x0 0
W 4 474.444613 5 0x50540528 0x1e10250d 0x0 0
W 4 474.444614 5 0x5054052c 0x0 0x0 0
W 4 474.444615 5 0x50540530 0x1e10260d 0x0 0
W 4 474.444616 5 0x50540534 0x0 0x0 0
W 4 474.444617 5 0x50540538 0x1e10270d 0x0 0
W 4 474.444618 5 0x5054053c 0x0 0x0 0
W 4 474.444619 5 0x50540540 0x1e10280d 0x0 0
W 4 474.444620 5 0x50540544 0x0 0x0 0
W 4 474.444621 5 0x50540548 0x1e10290d 0x0 0
W 4 474.444622 5 0x5054054c 0x0 0x0 0
W 4 474.444623 5 0x50540550 0x1e102a0d 0x0 0
W 4 474.444624 5 0x50540554 0x0 0x0 0
W 4 474.444625 5 0x50540558 0x1e102b0d 0x0 0
W 4 474.444626 5 0x5054055c 0x0 0x0 0
W 4 474.444628 5 0x50540560 0x1e102c0d 0x0 0
W 4 474.444629 5 0x50540564 0x0 0x0 0
W 4 474.444630 5 0x50540568 0x1e102d0d 0x0 0
W 4 474.444631 5 0x5054056c 0x0 0x0 0
W 4 474.444632 5 0x50540570 0x1e102e0d 0x0 0
W 4 474.444633 5 0x50540574 0x0 0x0 0
W 4 474.444634 5 0x50540578 0x1e102f0d 0x0 0
W 4 474.444635 5 0x5054057c 0x0 0x0 0
W 4 474.444636 5 0x50540580 0x1e10300d 0x0 0
W 4 474.444637 5 0x50540584 0x0 0x0 0
W 4 474.444638 5 0x50540588 0x1e10310d 0x0 0
W 4 474.444639 5 0x5054058c 0x0 0x0 0
W 4 474.444640 5 0x50540590 0x1e10320d 0x0 0
W 4 474.444641 5 0x50540594 0x0 0x0 0
W 4 474.444642 5 0x50540598 0x1e10330d 0x0 0
W 4 474.444643 5 0x5054059c 0x0 0x0 0
W 4 474.444644 5 0x505405a0 0x1e10340d 0x0 0
W 4 474.444645 5 0x505405a4 0x0 0x0 0
W 4 474.444647 5 0x505405a8 0x1e10350d 0x0 0
W 4 474.444648 5 0x505405ac 0x0 0x0 0
W 4 474.444649 5 0x505405b0 0x1e10360d 0x0 0
W 4 474.444650 5 0x505405b4 0x0 0x0 0
W 4 474.444651 5 0x505405b8 0x1e10370d 0x0 0
W 4 474.444652 5 0x505405bc 0x0 0x0 0
W 4 474.444653 5 0x505405c0 0x1e10380d 0x0 0
W 4 474.444654 5 0x505405c4 0x0 0x0 0
W 4 474.444655 5 0x505405c8 0x1e10390d 0x0 0
W 4 474.444656 5 0x505405cc 0x0 0x0 0
W 4 474.444657 5 0x505405d0 0x1e103a0d 0x0 0
W 4 474.444658 5 0x505405d4 0x0 0x0 0
W 4 474.444659 5 0x505405d8 0x1e103b0d 0x0 0
W 4 474.444660 5 0x505405dc 0x0 0x0 0
W 4 474.444661 5 0x505405e0 0x1e103c0d 0x0 0
W 4 474.444663 5 0x505405e4 0x0 0x0 0
W 4 474.444664 5 0x505405e8 0x1e103d0d 0x0 0
W 4 474.444665 5 0x505405ec 0x0 0x0 0
W 4 474.444666 5 0x505405f0 0x1e103e0d 0x0 0
W 4 474.444667 5 0x505405f4 0x0 0x0 0
W 4 474.444668 5 0x505405f8 0x1e103f0d 0x0 0
W 4 474.444669 5 0x505405fc 0x0 0x0 0
W 4 474.444670 5 0x50540600 0x1e10400d 0x0 0
W 4 474.444671 5 0x50540604 0x0 0x0 0
W 4 474.444673 5 0x50540608 0x1e10410d 0x0 0
W 4 474.444674 5 0x5054060c 0x0 0x0 0
W 4 474.444675 5 0x50540610 0x1e10420d 0x0 0
W 4 474.444676 5 0x50540614 0x0 0x0 0
W 4 474.444677 5 0x50540618 0x1e10430d 0x0 0
W 4 474.444678 5 0x5054061c 0x0 0x0 0
W 4 474.444679 5 0x50540620 0x1e10440d 0x0 0
W 4 474.444680 5 0x50540624 0x0 0x0 0
W 4 474.444681 5 0x50540628 0x1e10450d 0x0 0
W 4 474.444682 5 0x5054062c 0x0 0x0 0
W 4 474.444684 5 0x50540630 0x1e10460d 0x0 0
W 4 474.444685 5 0x50540634 0x0 0x0 0
W 4 474.444686 5 0x50540638 0x1e10470d 0x0 0
W 4 474.444687 5 0x5054063c 0x0 0x0 0
W 4 474.444688 5 0x50540640 0x1e10480d 0x0 0
W 4 474.444689 5 0x50540644 0x0 0x0 0
W 4 474.444690 5 0x50540648 0x1e10490d 0x0 0
W 4 474.444691 5 0x5054064c 0x0 0x0 0
W 4 474.444692 5 0x50540650 0x1e104a0d 0x0 0
W 4 474.444693 5 0x50540654 0x0 0x0 0
W 4 474.444694 5 0x50540658 0x1e104b0d 0x0 0
W 4 474.444695 5 0x5054065c 0x0 0x0 0
W 4 474.444697 5 0x50540660 0x1e104c0d 0x0 0
W 4 474.444698 5 0x50540664 0x0 0x0 0
W 4 474.444699 5 0x50540668 0x1e104d0d 0x0 0
W 4 474.444700 5 0x5054066c 0x0 0x0 0
W 4 474.444701 5 0x50540670 0x1e104e0d 0x0 0
W 4 474.444702 5 0x50540674 0x0 0x0 0
W 4 474.444703 5 0x50540678 0x1e104f0d 0x0 0
W 4 474.444704 5 0x5054067c 0x0 0x0 0
W 4 474.444705 5 0x50540680 0x1e10500d 0x0 0
W 4 474.444706 5 0x50540684 0x0 0x0 0
W 4 474.444707 5 0x50540688 0x1e10510d 0x0 0
W 4 474.444708 5 0x5054068c 0x0 0x0 0
W 4 474.444709 5 0x50540690 0x1e10520d 0x0 0
W 4 474.444710 5 0x50540694 0x0 0x0 0
W 4 474.444712 5 0x50540698 0x1e10530d 0x0 0
W 4 474.444713 5 0x5054069c 0x0 0x0 0
W 4 474.444714 5 0x505406a0 0x1e10540d 0x0 0
W 4 474.444715 5 0x505406a4 0x0 0x0 0
W 4 474.444716 5 0x505406a8 0x1e10550d 0x0 0
W 4 474.444717 5 0x505406ac 0x0 0x0 0
W 4 474.444718 5 0x505406b0 0x1e10560d 0x0 0
W 4 474.444719 5 0x505406b4 0x0 0x0 0
W 4 474.444720 5 0x505406b8 0x1e10570d 0x0 0
W 4 474.444721 5 0x505406bc 0x0 0x0 0
W 4 474.444722 5 0x505406c0 0x1e10580d 0x0 0
W 4 474.444723 5 0x505406c4 0x0 0x0 0
W 4 474.444724 5 0x505406c8 0x1e10590d 0x0 0
W 4 474.444725 5 0x505406cc 0x0 0x0 0
W 4 474.444727 5 0x505406d0 0x1e105a0d 0x0 0
W 4 474.444728 5 0x505406d4 0x0 0x0 0
W 4 474.444729 5 0x505406d8 0x1e105b0d 0x0 0
W 4 474.444730 5 0x505406dc 0x0 0x0 0
W 4 474.444731 5 0x505406e0 0x1e105c0d 0x0 0
W 4 474.444732 5 0x505406e4 0x0 0x0 0
W 4 474.444733 5 0x505406e8 0x1e105d0d 0x0 0
W 4 474.444734 5 0x505406ec 0x0 0x0 0
W 4 474.444735 5 0x505406f0 0x1e105e0d 0x0 0
W 4 474.444736 5 0x505406f4 0x0 0x0 0
W 4 474.444737 5 0x505406f8 0x1e105f0d 0x0 0
W 4 474.444738 5 0x505406fc 0x0 0x0 0
W 4 474.444739 5 0x50540700 0x1e10600d 0x0 0
W 4 474.444740 5 0x50540704 0x0 0x0 0
W 4 474.444741 5 0x50540708 0x1e10610d 0x0 0
W 4 474.444742 5 0x5054070c 0x0 0x0 0
W 4 474.444743 5 0x50540710 0x1e10620d 0x0 0
W 4 474.444744 5 0x50540714 0x0 0x0 0
W 4 474.444745 5 0x50540718 0x1e10630d 0x0 0
W 4 474.444747 5 0x5054071c 0x0 0x0 0
W 4 474.444748 5 0x50540720 0x1e10640d 0x0 0
W 4 474.444749 5 0x50540724 0x0 0x0 0
W 4 474.444750 5 0x50540728 0x1e10650d 0x0 0
W 4 474.444751 5 0x5054072c 0x0 0x0 0
W 4 474.444752 5 0x50540730 0x1e10660d 0x0 0
W 4 474.444753 5 0x50540734 0x0 0x0 0
W 4 474.444754 5 0x50540738 0x1e10670d 0x0 0
W 4 474.444755 5 0x5054073c 0x0 0x0 0
W 4 474.444756 5 0x50540740 0x1e10680d 0x0 0
W 4 474.444758 5 0x50540744 0x0 0x0 0
W 4 474.444759 5 0x50540748 0x1e10690d 0x0 0
W 4 474.444760 5 0x5054074c 0x0 0x0 0
W 4 474.444761 5 0x50540750 0x1e106a0d 0x0 0
W 4 474.444762 5 0x50540754 0x0 0x0 0
W 4 474.444763 5 0x50540758 0x1e106b0d 0x0 0
W 4 474.444764 5 0x5054075c 0x0 0x0 0
W 4 474.444765 5 0x50540760 0x1e106c0d 0x0 0
W 4 474.444766 5 0x50540764 0x0 0x0 0
W 4 474.444767 5 0x50540768 0x1e106d0d 0x0 0
W 4 474.444768 5 0x5054076c 0x0 0x0 0
W 4 474.444769 5 0x50540770 0x1e106e0d 0x0 0
W 4 474.444770 5 0x50540774 0x0 0x0 0
W 4 474.444772 5 0x50540778 0x1e106f0d 0x0 0
W 4 474.444773 5 0x5054077c 0x0 0x0 0
W 4 474.444774 5 0x50540780 0x1e10700d 0x0 0
W 4 474.444775 5 0x50540784 0x0 0x0 0
W 4 474.444776 5 0x50540788 0x1e10710d 0x0 0
W 4 474.444777 5 0x5054078c 0x0 0x0 0
W 4 474.444778 5 0x50540790 0x1e10720d 0x0 0
W 4 474.444779 5 0x50540794 0x0 0x0 0
W 4 474.444780 5 0x50540798 0x1e10730d 0x0 0
W 4 474.444781 5 0x5054079c 0x0 0x0 0
W 4 474.444782 5 0x505407a0 0x1e10740d 0x0 0
W 4 474.444783 5 0x505407a4 0x0 0x0 0
W 4 474.444784 5 0x505407a8 0x1e10750d 0x0 0
W 4 474.444785 5 0x505407ac 0x0 0x0 0
W 4 474.444787 5 0x505407b0 0x1e10760d 0x0 0
W 4 474.444788 5 0x505407b4 0x0 0x0 0
W 4 474.444789 5 0x505407b8 0x1e10770d 0x0 0
W 4 474.444790 5 0x505407bc 0x0 0x0 0
W 4 474.444791 5 0x505407c0 0x1e10780d 0x0 0
W 4 474.444792 5 0x505407c4 0x0 0x0 0
W 4 474.444793 5 0x505407c8 0x1e10790d 0x0 0
W 4 474.444794 5 0x505407cc 0x0 0x0 0
W 4 474.444795 5 0x505407d0 0x1e107a0d 0x0 0
W 4 474.444796 5 0x505407d4 0x0 0x0 0
W 4 474.444797 5 0x505407d8 0x1e107b0d 0x0 0
W 4 474.444798 5 0x505407dc 0x0 0x0 0
W 4 474.444799 5 0x505407e0 0x1e107c0d 0x0 0
W 4 474.444800 5 0x505407e4 0x0 0x0 0
W 4 474.444801 5 0x505407e8 0x1e107d0d 0x0 0
W 4 474.444802 5 0x505407ec 0x0 0x0 0
W 4 474.444803 5 0x505407f0 0x1e107e0d 0x0 0
W 4 474.444804 5 0x505407f4 0x0 0x0 0
W 4 474.444805 5 0x505407f8 0x1e107f0d 0x0 0
W 4 474.444806 5 0x505407fc 0x0 0x0 0
W 4 474.444808 5 0x50540800 0x1e10800d 0x0 0
W 4 474.444809 5 0x50540804 0x0 0x0 0
W 4 474.444810 5 0x50540808 0x1e10810d 0x0 0
W 4 474.444811 5 0x5054080c 0x0 0x0 0
W 4 474.444812 5 0x50540810 0x1e10820d 0x0 0
W 4 474.444813 5 0x50540814 0x0 0x0 0
W 4 474.444814 5 0x50540818 0x1e10830d 0x0 0
W 4 474.444815 5 0x5054081c 0x0 0x0 0
W 4 474.444816 5 0x50540820 0x1e10840d 0x0 0
W 4 474.444817 5 0x50540824 0x0 0x0 0
W 4 474.444818 5 0x50540828 0x1e10850d 0x0 0
W 4 474.444819 5 0x5054082c 0x0 0x0 0
W 4 474.444820 5 0x50540830 0x1e10860d 0x0 0
W 4 474.444821 5 0x50540834 0x0 0x0 0
W 4 474.444822 5 0x50540838 0x1e10870d 0x0 0
W 4 474.444823 5 0x5054083c 0x0 0x0 0
W 4 474.444825 5 0x50540840 0x1e10880d 0x0 0
W 4 474.444826 5 0x50540844 0x0 0x0 0
W 4 474.444827 5 0x50540848 0x1e10890d 0x0 0
W 4 474.444828 5 0x5054084c 0x0 0x0 0
W 4 474.444829 5 0x50540850 0x1e108a0d 0x0 0
W 4 474.444830 5 0x50540854 0x0 0x0 0
W 4 474.444831 5 0x50540858 0x1e108b0d 0x0 0
W 4 474.444832 5 0x5054085c 0x0 0x0 0
W 4 474.444833 5 0x50540860 0x1e108c0d 0x0 0
W 4 474.444834 5 0x50540864 0x0 0x0 0
W 4 474.444835 5 0x50540868 0x1e108d0d 0x0 0
W 4 474.444836 5 0x5054086c 0x0 0x0 0
W 4 474.444837 5 0x50540870 0x1e108e0d 0x0 0
W 4 474.444839 5 0x50540874 0x0 0x0 0
W 4 474.444840 5 0x50540878 0x1e108f0d 0x0 0
W 4 474.444841 5 0x5054087c 0x0 0x0 0
W 4 474.444842 5 0x50540880 0x1e10900d 0x0 0
W 4 474.444843 5 0x50540884 0x0 0x0 0
W 4 474.444844 5 0x50540888 0x1e10910d 0x0 0
W 4 474.444845 5 0x5054088c 0x0 0x0 0
W 4 474.444846 5 0x50540890 0x1e10920d 0x0 0
W 4 474.444847 5 0x50540894 0x0 0x0 0
W 4 474.444848 5 0x50540898 0x1e10930d 0x0 0
W 4 474.444849 5 0x5054089c 0x0 0x0 0
W 4 474.444850 5 0x505408a0 0x1e10940d 0x0 0
W 4 474.444851 5 0x505408a4 0x0 0x0 0
W 4 474.444852 5 0x505408a8 0x1e10950d 0x0 0
W 4 474.444853 5 0x505408ac 0x0 0x0 0
W 4 474.444854 5 0x505408b0 0x1e10960d 0x0 0
W 4 474.444856 5 0x505408b4 0x0 0x0 0
W 4 474.444857 5 0x505408b8 0x1e10970d 0x0 0
W 4 474.444858 5 0x505408bc 0x0 0x0 0
W 4 474.444859 5 0x505408c0 0x1e10980d 0x0 0
W 4 474.444860 5 0x505408c4 0x0 0x0 0
W 4 474.444861 5 0x505408c8 0x1e10990d 0x0 0
W 4 474.444862 5 0x505408cc 0x0 0x0 0
W 4 474.444863 5 0x505408d0 0x1e109a0d 0x0 0
W 4 474.444864 5 0x505408d4 0x0 0x0 0
W 4 474.444865 5 0x505408d8 0x1e109b0d 0x0 0
W 4 474.444866 5 0x505408dc 0x0 0x0 0
W 4 474.444867 5 0x505408e0 0x1e109c0d 0x0 0
W 4 474.444869 5 0x505408e4 0x0 0x0 0
W 4 474.444870 5 0x505408e8 0x1e109d0d 0x0 0
W 4 474.444871 5 0x505408ec 0x0 0x0 0
W 4 474.444872 5 0x505408f0 0x1e109e0d 0x0 0
W 4 474.444874 5 0x505408f4 0x0 0x0 0
W 4 474.444875 5 0x505408f8 0x1e109f0d 0x0 0
W 4 474.444876 5 0x505408fc 0x0 0x0 0
W 4 474.444878 5 0x50540900 0x1e10a00d 0x0 0
W 4 474.444879 5 0x50540904 0x0 0x0 0
W 4 474.444880 5 0x50540908 0x1e10a10d 0x0 0
W 4 474.444881 5 0x5054090c 0x0 0x0 0
W 4 474.444882 5 0x50540910 0x1e10a20d 0x0 0
W 4 474.444883 5 0x50540914 0x0 0x0 0
W 4 474.444884 5 0x50540918 0x1e10a30d 0x0 0
W 4 474.444885 5 0x5054091c 0x0 0x0 0
W 4 474.444886 5 0x50540920 0x1e10a40d 0x0 0
W 4 474.444887 5 0x50540924 0x0 0x0 0
W 4 474.444888 5 0x50540928 0x1e10a50d 0x0 0
W 4 474.444889 5 0x5054092c 0x0 0x0 0
W 4 474.444890 5 0x50540930 0x1e10a60d 0x0 0
W 4 474.444891 5 0x50540934 0x0 0x0 0
W 4 474.444893 5 0x50540938 0x1e10a70d 0x0 0
W 4 474.444894 5 0x5054093c 0x0 0x0 0
W 4 474.444895 5 0x50540940 0x1e10a80d 0x0 0
W 4 474.444896 5 0x50540944 0x0 0x0 0
W 4 474.444897 5 0x50540948 0x1e10a90d 0x0 0
W 4 474.444898 5 0x5054094c 0x0 0x0 0
W 4 474.444899 5 0x50540950 0x1e10aa0d 0x0 0
W 4 474.444900 5 0x50540954 0x0 0x0 0
W 4 474.444901 5 0x50540958 0x1e10ab0d 0x0 0
W 4 474.444902 5 0x5054095c 0x0 0x0 0
W 4 474.444903 5 0x50540960 0x1e10ac0d 0x0 0
W 4 474.444904 5 0x50540964 0x0 0x0 0
W 4 474.444905 5 0x50540968 0x1e10ad0d 0x0 0
W 4 474.444906 5 0x5054096c 0x0 0x0 0
W 4 474.444907 5 0x50540970 0x1e10ae0d 0x0 0
W 4 474.444908 5 0x50540974 0x0 0x0 0
W 4 474.444910 5 0x50540978 0x1e10af0d 0x0 0
W 4 474.444911 5 0x5054097c 0x0 0x0 0
W 4 474.444912 5 0x50540980 0x1e10b00d 0x0 0
W 4 474.444913 5 0x50540984 0x0 0x0 0
W 4 474.444914 5 0x50540988 0x1e10b10d 0x0 0
W 4 474.444915 5 0x5054098c 0x0 0x0 0
W 4 474.444916 5 0x50540990 0x1e10b20d 0x0 0
W 4 474.444917 5 0x50540994 0x0 0x0 0
W 4 474.444918 5 0x50540998 0x1e10b30d 0x0 0
